"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 00:00 - 13/03/2025 01:00","36.31",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 01:00 - 13/03/2025 02:00","51.30",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 02:00 - 13/03/2025 03:00","73.79",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 03:00 - 13/03/2025 04:00","36.21",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 04:00 - 13/03/2025 05:00","28.30",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 05:00 - 13/03/2025 06:00","6.77",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 06:00 - 13/03/2025 07:00","3.46",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 07:00 - 13/03/2025 08:00","4.09",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 08:00 - 13/03/2025 09:00","3.81",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 09:00 - 13/03/2025 10:00","0.83",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 10:00 - 13/03/2025 11:00","0.80",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 11:00 - 13/03/2025 12:00","3.58",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 12:00 - 13/03/2025 13:00","7.41",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 13:00 - 13/03/2025 14:00","8.78",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 14:00 - 13/03/2025 15:00","11.94",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 15:00 - 13/03/2025 16:00","26.99",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 16:00 - 13/03/2025 17:00","21.18",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 17:00 - 13/03/2025 18:00","3.37",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 18:00 - 13/03/2025 19:00","2.33",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 19:00 - 13/03/2025 20:00","1.55",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 20:00 - 13/03/2025 21:00","3.32",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 21:00 - 13/03/2025 22:00","5.65",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 22:00 - 13/03/2025 23:00","11.62",""
"13/03/2025 00:00 - 14/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","13/03/2025 23:00 - 14/03/2025 00:00","25.70",""
