"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 00:00 - 12/03/2025 01:00","111.17",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 01:00 - 12/03/2025 02:00","131.68",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 02:00 - 12/03/2025 03:00","109.48",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 03:00 - 12/03/2025 04:00","89.37",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 04:00 - 12/03/2025 05:00","63.05",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 05:00 - 12/03/2025 06:00","20.80",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 06:00 - 12/03/2025 07:00","19.12",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 07:00 - 12/03/2025 08:00","33.01",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 08:00 - 12/03/2025 09:00","46.78",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 09:00 - 12/03/2025 10:00","64.53",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 10:00 - 12/03/2025 11:00","95.07",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 11:00 - 12/03/2025 12:00","57.18",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 12:00 - 12/03/2025 13:00","82.10",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 13:00 - 12/03/2025 14:00","77.32",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 14:00 - 12/03/2025 15:00","96.13",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 15:00 - 12/03/2025 16:00","49.51",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 16:00 - 12/03/2025 17:00","59.16",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 17:00 - 12/03/2025 18:00","56.95",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 18:00 - 12/03/2025 19:00","63.86",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 19:00 - 12/03/2025 20:00","50.06",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 20:00 - 12/03/2025 21:00","29.50",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 21:00 - 12/03/2025 22:00","24.53",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 22:00 - 12/03/2025 23:00","30.14",""
"12/03/2025 00:00 - 13/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","12/03/2025 23:00 - 13/03/2025 00:00","40.02",""
