"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 00:00 - 26/03/2025 01:00","250.75",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 01:00 - 26/03/2025 02:00","310.37",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 02:00 - 26/03/2025 03:00","309.63",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 03:00 - 26/03/2025 04:00","312.83",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 04:00 - 26/03/2025 05:00","310.40",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 05:00 - 26/03/2025 06:00","261.28",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 06:00 - 26/03/2025 07:00","370.95",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 07:00 - 26/03/2025 08:00","320.78",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 08:00 - 26/03/2025 09:00","287.43",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 09:00 - 26/03/2025 10:00","240.43",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 10:00 - 26/03/2025 11:00","259.06",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 11:00 - 26/03/2025 12:00","307.38",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 12:00 - 26/03/2025 13:00","358.06",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 13:00 - 26/03/2025 14:00","241.59",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 14:00 - 26/03/2025 15:00","223.66",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 15:00 - 26/03/2025 16:00","287.77",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 16:00 - 26/03/2025 17:00","264.96",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 17:00 - 26/03/2025 18:00","181.52",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 18:00 - 26/03/2025 19:00","121.64",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 19:00 - 26/03/2025 20:00","124.92",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 20:00 - 26/03/2025 21:00","111.55",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 21:00 - 26/03/2025 22:00","66.99",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 22:00 - 26/03/2025 23:00","32.49",""
"26/03/2025 00:00 - 27/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","26/03/2025 23:00 - 27/03/2025 00:00","39.55",""
