"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 00:00 - 19/03/2025 01:00","236.84",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 01:00 - 19/03/2025 02:00","189.52",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 02:00 - 19/03/2025 03:00","173.42",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 03:00 - 19/03/2025 04:00","172.71",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 04:00 - 19/03/2025 05:00","168.75",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 05:00 - 19/03/2025 06:00","164.71",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 06:00 - 19/03/2025 07:00","180.45",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 07:00 - 19/03/2025 08:00","201.81",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 08:00 - 19/03/2025 09:00","191.17",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 09:00 - 19/03/2025 10:00","207.57",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 10:00 - 19/03/2025 11:00","113.44",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 11:00 - 19/03/2025 12:00","22.06",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 12:00 - 19/03/2025 13:00","6.52",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 13:00 - 19/03/2025 14:00","5.02",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 14:00 - 19/03/2025 15:00","41.74",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 15:00 - 19/03/2025 16:00","99.86",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 16:00 - 19/03/2025 17:00","138.61",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 17:00 - 19/03/2025 18:00","160.02",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 18:00 - 19/03/2025 19:00","132.68",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 19:00 - 19/03/2025 20:00","70.66",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 20:00 - 19/03/2025 21:00","15.72",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 21:00 - 19/03/2025 22:00","2.16",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 22:00 - 19/03/2025 23:00","3.49",""
"19/03/2025 00:00 - 20/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","19/03/2025 23:00 - 20/03/2025 00:00","1.85",""
