"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 00:00 - 21/03/2025 01:00","3.35",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 01:00 - 21/03/2025 02:00","24.17",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 02:00 - 21/03/2025 03:00","158.98",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 03:00 - 21/03/2025 04:00","224.84",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 04:00 - 21/03/2025 05:00","256.10",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 05:00 - 21/03/2025 06:00","211.22",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 06:00 - 21/03/2025 07:00","196.09",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 07:00 - 21/03/2025 08:00","185.38",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 08:00 - 21/03/2025 09:00","252.59",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 09:00 - 21/03/2025 10:00","326.44",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 10:00 - 21/03/2025 11:00","312.45",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 11:00 - 21/03/2025 12:00","371.39",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 12:00 - 21/03/2025 13:00","430.80",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 13:00 - 21/03/2025 14:00","496.97",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 14:00 - 21/03/2025 15:00","510.06",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 15:00 - 21/03/2025 16:00","551.81",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 16:00 - 21/03/2025 17:00","576.65",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 17:00 - 21/03/2025 18:00","573.97",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 18:00 - 21/03/2025 19:00","583.46",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 19:00 - 21/03/2025 20:00","520.83",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 20:00 - 21/03/2025 21:00","458.09",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 21:00 - 21/03/2025 22:00","362.81",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 22:00 - 21/03/2025 23:00","255.97",""
"21/03/2025 00:00 - 22/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","21/03/2025 23:00 - 22/03/2025 00:00","253.00",""
