"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 00:00 - 23/03/2025 01:00","536.05",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 01:00 - 23/03/2025 02:00","574.74",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 02:00 - 23/03/2025 03:00","419.02",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 03:00 - 23/03/2025 04:00","587.21",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 04:00 - 23/03/2025 05:00","587.33",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 05:00 - 23/03/2025 06:00","587.37",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 06:00 - 23/03/2025 07:00","587.33",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 07:00 - 23/03/2025 08:00","587.39",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 08:00 - 23/03/2025 09:00","264.38",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 09:00 - 23/03/2025 10:00","161.92",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 10:00 - 23/03/2025 11:00","207.66",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 11:00 - 23/03/2025 12:00","14.99",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 12:00 - 23/03/2025 13:00","14.95",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 13:00 - 23/03/2025 14:00","14.87",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 14:00 - 23/03/2025 15:00","14.92",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 15:00 - 23/03/2025 16:00","134.68",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 16:00 - 23/03/2025 17:00","562.42",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 17:00 - 23/03/2025 18:00","587.18",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 18:00 - 23/03/2025 19:00","587.23",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 19:00 - 23/03/2025 20:00","587.04",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 20:00 - 23/03/2025 21:00","559.86",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 21:00 - 23/03/2025 22:00","563.45",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 22:00 - 23/03/2025 23:00","484.35",""
"23/03/2025 00:00 - 24/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","23/03/2025 23:00 - 24/03/2025 00:00","367.21",""
