"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 00:00 - 25/03/2025 01:00","121.30",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 01:00 - 25/03/2025 02:00","175.46",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 02:00 - 25/03/2025 03:00","196.05",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 03:00 - 25/03/2025 04:00","117.10",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 04:00 - 25/03/2025 05:00","52.00",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 05:00 - 25/03/2025 06:00","30.37",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 06:00 - 25/03/2025 07:00","40.43",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 07:00 - 25/03/2025 08:00","87.01",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 08:00 - 25/03/2025 09:00","193.84",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 09:00 - 25/03/2025 10:00","284.54",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 10:00 - 25/03/2025 11:00","295.20",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 11:00 - 25/03/2025 12:00","272.00",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 12:00 - 25/03/2025 13:00","284.99",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 13:00 - 25/03/2025 14:00","438.55",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 14:00 - 25/03/2025 15:00","504.33",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 15:00 - 25/03/2025 16:00","480.39",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 16:00 - 25/03/2025 17:00","446.60",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 17:00 - 25/03/2025 18:00","469.34",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 18:00 - 25/03/2025 19:00","447.54",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 19:00 - 25/03/2025 20:00","456.40",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 20:00 - 25/03/2025 21:00","506.52",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 21:00 - 25/03/2025 22:00","522.20",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 22:00 - 25/03/2025 23:00","507.40",""
"25/03/2025 00:00 - 26/03/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","25/03/2025 23:00 - 26/03/2025 00:00","349.18",""
