"Time Interval (CET/CEST)","Area","Unit Name","Unit Code","Type","Instance Code","MTU (CET/CEST)","Generation (MW)","Consumption (MW)"
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 00:00 - 31/03/2025 01:00","385.94",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 01:00 - 31/03/2025 02:00","274.40",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 02:00 - 31/03/2025 03:00","174.33",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 03:00 - 31/03/2025 04:00","287.76",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 04:00 - 31/03/2025 05:00","280.21",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 05:00 - 31/03/2025 06:00","185.30",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 06:00 - 31/03/2025 07:00","222.77",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 07:00 - 31/03/2025 08:00","195.40",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 08:00 - 31/03/2025 09:00","252.31",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 09:00 - 31/03/2025 10:00","298.19",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 10:00 - 31/03/2025 11:00","222.96",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 11:00 - 31/03/2025 12:00","192.17",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 12:00 - 31/03/2025 13:00","278.69",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 13:00 - 31/03/2025 14:00","207.64",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 14:00 - 31/03/2025 15:00","137.54",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 15:00 - 31/03/2025 16:00","131.33",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 16:00 - 31/03/2025 17:00","153.75",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 17:00 - 31/03/2025 18:00","175.71",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 18:00 - 31/03/2025 19:00","150.19",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 19:00 - 31/03/2025 20:00","188.09",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 20:00 - 31/03/2025 21:00","220.71",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 21:00 - 31/03/2025 22:00","221.88",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 22:00 - 31/03/2025 23:00","224.07",""
"31/03/2025 00:00 - 01/04/2025 00:00","CTA|DK","DK_KF_AB_GU","45W000000000126K","Wind Offshore","45W000000000126K","31/03/2025 23:00 - 01/04/2025 00:00","215.14",""
