"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"14/03/2025 00:00:00 - 14/03/2025 01:00:00","BZN|DK2","Without Sequence","109.19","",""
"14/03/2025 01:00:00 - 14/03/2025 02:00:00","BZN|DK2","Without Sequence","106.08","",""
"14/03/2025 02:00:00 - 14/03/2025 03:00:00","BZN|DK2","Without Sequence","105.97","",""
"14/03/2025 03:00:00 - 14/03/2025 04:00:00","BZN|DK2","Without Sequence","103.89","",""
"14/03/2025 04:00:00 - 14/03/2025 05:00:00","BZN|DK2","Without Sequence","105.37","",""
"14/03/2025 05:00:00 - 14/03/2025 06:00:00","BZN|DK2","Without Sequence","114.08","",""
"14/03/2025 06:00:00 - 14/03/2025 07:00:00","BZN|DK2","Without Sequence","143.05","",""
"14/03/2025 07:00:00 - 14/03/2025 08:00:00","BZN|DK2","Without Sequence","155.29","",""
"14/03/2025 08:00:00 - 14/03/2025 09:00:00","BZN|DK2","Without Sequence","155.08","",""
"14/03/2025 09:00:00 - 14/03/2025 10:00:00","BZN|DK2","Without Sequence","132.11","",""
"14/03/2025 10:00:00 - 14/03/2025 11:00:00","BZN|DK2","Without Sequence","112.01","",""
"14/03/2025 11:00:00 - 14/03/2025 12:00:00","BZN|DK2","Without Sequence","106.37","",""
"14/03/2025 12:00:00 - 14/03/2025 13:00:00","BZN|DK2","Without Sequence","104.49","",""
"14/03/2025 13:00:00 - 14/03/2025 14:00:00","BZN|DK2","Without Sequence","104.58","",""
"14/03/2025 14:00:00 - 14/03/2025 15:00:00","BZN|DK2","Without Sequence","105.38","",""
"14/03/2025 15:00:00 - 14/03/2025 16:00:00","BZN|DK2","Without Sequence","109.42","",""
"14/03/2025 16:00:00 - 14/03/2025 17:00:00","BZN|DK2","Without Sequence","124.93","",""
"14/03/2025 17:00:00 - 14/03/2025 18:00:00","BZN|DK2","Without Sequence","146.56","",""
"14/03/2025 18:00:00 - 14/03/2025 19:00:00","BZN|DK2","Without Sequence","155.47","",""
"14/03/2025 19:00:00 - 14/03/2025 20:00:00","BZN|DK2","Without Sequence","151.02","",""
"14/03/2025 20:00:00 - 14/03/2025 21:00:00","BZN|DK2","Without Sequence","130.10","",""
"14/03/2025 21:00:00 - 14/03/2025 22:00:00","BZN|DK2","Without Sequence","111.46","",""
"14/03/2025 22:00:00 - 14/03/2025 23:00:00","BZN|DK2","Without Sequence","114.00","",""
"14/03/2025 23:00:00 - 15/03/2025 00:00:00","BZN|DK2","Without Sequence","105.15","",""
