"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"17/03/2025 00:00:00 - 17/03/2025 01:00:00","BZN|DK2","Without Sequence","30.66","",""
"17/03/2025 01:00:00 - 17/03/2025 02:00:00","BZN|DK2","Without Sequence","40.11","",""
"17/03/2025 02:00:00 - 17/03/2025 03:00:00","BZN|DK2","Without Sequence","77.60","",""
"17/03/2025 03:00:00 - 17/03/2025 04:00:00","BZN|DK2","Without Sequence","80.90","",""
"17/03/2025 04:00:00 - 17/03/2025 05:00:00","BZN|DK2","Without Sequence","85.84","",""
"17/03/2025 05:00:00 - 17/03/2025 06:00:00","BZN|DK2","Without Sequence","103.33","",""
"17/03/2025 06:00:00 - 17/03/2025 07:00:00","BZN|DK2","Without Sequence","135.26","",""
"17/03/2025 07:00:00 - 17/03/2025 08:00:00","BZN|DK2","Without Sequence","152.96","",""
"17/03/2025 08:00:00 - 17/03/2025 09:00:00","BZN|DK2","Without Sequence","135.32","",""
"17/03/2025 09:00:00 - 17/03/2025 10:00:00","BZN|DK2","Without Sequence","100.77","",""
"17/03/2025 10:00:00 - 17/03/2025 11:00:00","BZN|DK2","Without Sequence","68.20","",""
"17/03/2025 11:00:00 - 17/03/2025 12:00:00","BZN|DK2","Without Sequence","50.53","",""
"17/03/2025 12:00:00 - 17/03/2025 13:00:00","BZN|DK2","Without Sequence","31.14","",""
"17/03/2025 13:00:00 - 17/03/2025 14:00:00","BZN|DK2","Without Sequence","27.92","",""
"17/03/2025 14:00:00 - 17/03/2025 15:00:00","BZN|DK2","Without Sequence","50.12","",""
"17/03/2025 15:00:00 - 17/03/2025 16:00:00","BZN|DK2","Without Sequence","70.02","",""
"17/03/2025 16:00:00 - 17/03/2025 17:00:00","BZN|DK2","Without Sequence","98.59","",""
"17/03/2025 17:00:00 - 17/03/2025 18:00:00","BZN|DK2","Without Sequence","143.14","",""
"17/03/2025 18:00:00 - 17/03/2025 19:00:00","BZN|DK2","Without Sequence","177.42","",""
"17/03/2025 19:00:00 - 17/03/2025 20:00:00","BZN|DK2","Without Sequence","170.09","",""
"17/03/2025 20:00:00 - 17/03/2025 21:00:00","BZN|DK2","Without Sequence","141.58","",""
"17/03/2025 21:00:00 - 17/03/2025 22:00:00","BZN|DK2","Without Sequence","113.55","",""
"17/03/2025 22:00:00 - 17/03/2025 23:00:00","BZN|DK2","Without Sequence","106.46","",""
"17/03/2025 23:00:00 - 18/03/2025 00:00:00","BZN|DK2","Without Sequence","93.49","",""
