"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"30/03/2025 00:00:00 - 30/03/2025 01:00:00 (CET)","BZN|DK2","Without Sequence","46.31","",""
"30/03/2025 01:00:00 (CET) - 30/03/2025 03:00:00 (CEST)","BZN|DK2","Without Sequence","7.47","",""
"30/03/2025 03:00:00 (CEST) - 30/03/2025 04:00:00","BZN|DK2","Without Sequence","4.34","",""
"30/03/2025 04:00:00 - 30/03/2025 05:00:00","BZN|DK2","Without Sequence","4.01","",""
"30/03/2025 05:00:00 - 30/03/2025 06:00:00","BZN|DK2","Without Sequence","3.01","",""
"30/03/2025 06:00:00 - 30/03/2025 07:00:00","BZN|DK2","Without Sequence","3.49","",""
"30/03/2025 07:00:00 - 30/03/2025 08:00:00","BZN|DK2","Without Sequence","3.31","",""
"30/03/2025 08:00:00 - 30/03/2025 09:00:00","BZN|DK2","Without Sequence","3.65","",""
"30/03/2025 09:00:00 - 30/03/2025 10:00:00","BZN|DK2","Without Sequence","3.90","",""
"30/03/2025 10:00:00 - 30/03/2025 11:00:00","BZN|DK2","Without Sequence","3.59","",""
"30/03/2025 11:00:00 - 30/03/2025 12:00:00","BZN|DK2","Without Sequence","3.80","",""
"30/03/2025 12:00:00 - 30/03/2025 13:00:00","BZN|DK2","Without Sequence","1.64","",""
"30/03/2025 13:00:00 - 30/03/2025 14:00:00","BZN|DK2","Without Sequence","4.64","",""
"30/03/2025 14:00:00 - 30/03/2025 15:00:00","BZN|DK2","Without Sequence","3.98","",""
"30/03/2025 15:00:00 - 30/03/2025 16:00:00","BZN|DK2","Without Sequence","4.05","",""
"30/03/2025 16:00:00 - 30/03/2025 17:00:00","BZN|DK2","Without Sequence","7.29","",""
"30/03/2025 17:00:00 - 30/03/2025 18:00:00","BZN|DK2","Without Sequence","14.79","",""
"30/03/2025 18:00:00 - 30/03/2025 19:00:00","BZN|DK2","Without Sequence","28.96","",""
"30/03/2025 19:00:00 - 30/03/2025 20:00:00","BZN|DK2","Without Sequence","45.06","",""
"30/03/2025 20:00:00 - 30/03/2025 21:00:00","BZN|DK2","Without Sequence","56.09","",""
"30/03/2025 21:00:00 - 30/03/2025 22:00:00","BZN|DK2","Without Sequence","48.07","",""
"30/03/2025 22:00:00 - 30/03/2025 23:00:00","BZN|DK2","Without Sequence","55.60","",""
"30/03/2025 23:00:00 - 31/03/2025 00:00:00","BZN|DK2","Without Sequence","53.45","",""
